battle_number,First_pokemon,Second_pokemon,Winner
20662,8,104,0
20663,337,332,0
20664,637,698,1
20665,413,748,1
20666,454,329,0
20667,715,680,0
20668,43,745,1
20669,31,446,0
20670,177,751,1
20671,209,439,0
20672,744,634,1
20673,416,794,1
20674,155,128,0
20675,478,293,0
20676,615,465,1
20677,356,44,1
20678,39,120,1
20679,129,278,0
20680,178,522,1
20681,620,772,0
20682,76,626,0
20683,433,744,1
20684,228,368,1
20685,308,41,0
20686,204,528,1
20687,511,452,0
20688,228,784,0
20689,785,18,0
20690,797,297,0
20691,228,100,0
20692,612,757,0
20693,197,654,0
20694,400,483,1
20695,261,227,0
20696,586,650,0
20697,151,709,1
20698,190,650,1
20699,41,181,1
20700,612,288,1
20701,199,531,1
20702,756,165,1
20703,677,153,0
20704,654,4,1
20705,494,477,1
20706,184,418,0
20707,526,775,0
20708,544,754,0
20709,41,572,1
20710,533,130,0
20711,229,256,0
20712,659,651,1
20713,493,506,0
20714,663,180,0
20715,447,216,1
20716,313,724,1
20717,632,324,0
20718,451,632,0
20719,334,413,1
20720,605,758,1
20721,577,635,1
20722,249,172,0
20723,751,539,1
20724,788,281,0
20725,721,401,1
20726,437,787,0
20727,543,768,0
20728,100,225,1
20729,578,283,1
20730,713,735,0
20731,4,789,0
20732,461,420,1
20733,542,449,0
20734,291,270,1
20735,203,47,1
20736,381,270,1
20737,558,448,1
20738,380,523,0
20739,297,350,1
20740,555,126,0
20741,213,758,1
20742,307,465,0
20743,791,503,1
20744,162,293,0
20745,607,780,0
20746,557,225,1
20747,279,122,0
20748,753,305,1
20749,445,289,0
20750,537,323,0
20751,716,91,0
20752,176,170,1
20753,550,351,0
20754,360,384,1
20755,500,81,0
20756,663,58,1
20757,72,751,1
20758,205,547,0
20759,121,167,1
20760,470,310,1
20761,42,569,1
20762,316,320,0
20763,768,722,0
20764,700,218,0
20765,232,789,0
20766,376,36,1
20767,262,746,1
20768,781,756,1
20769,326,588,1
20770,416,89,0
20771,379,376,1
20772,722,590,1
20773,366,758,0
20774,140,467,1
20775,673,683,0
20776,282,474,1
20777,401,151,0
20778,576,193,0
20779,737,197,0
20780,162,719,0
20781,293,73,0
20782,548,700,1
20783,364,167,0
20784,237,93,1
20785,601,713,1
20786,770,107,0
20787,584,128,1
20788,320,238,0
20789,296,93,1
20790,774,710,1
20791,340,417,0
20792,517,298,1
20793,654,713,1
20794,476,353,0
20795,769,71,1
20796,379,799,1
20797,694,133,0
20798,290,324,1
20799,400,458,0
20800,76,350,1
20801,559,729,1
20802,753,329,1
20803,38,200,1
20804,124,509,0
20805,195,54,1
20806,595,548,1
20807,158,306,0
20808,692,401,0
20809,105,497,1
20810,8,26,0
20811,507,29,0
20812,215,598,1
20813,476,327,1
20814,279,18,0
20815,161,738,1
20816,495,87,0
20817,99,319,0
20818,39,251,0
20819,312,151,1
20820,599,483,1
20821,383,305,0
20822,179,597,0
20823,339,616,0
20824,486,279,1
20825,541,526,1
20826,638,550,1
20827,333,85,1
20828,296,289,0
20829,225,303,1
20830,595,60,1
20831,706,356,0
20832,543,113,0
20833,453,677,1
20834,169,710,1
20835,692,664,0
20836,516,148,1
20837,125,182,0
20838,405,161,1
20839,238,208,1
20840,228,215,0
20841,403,163,1
20842,567,634,1
20843,585,315,0
20844,266,371,1
20845,645,528,1
20846,300,389,1
20847,433,401,1
20848,203,735,1
20849,741,281,0
20850,170,169,1
20851,528,118,0
20852,620,263,1
20853,1,215,0
20854,195,166,1
20855,779,484,1
20856,472,176,0
20857,477,351,0
20858,685,295,0
20859,202,430,1
20860,573,457,1
20861,447,41,1
20862,54,690,1
20863,218,703,1
20864,82,385,1
20865,41,417,1
20866,584,718,1
20867,699,482,0
20868,779,652,0
20869,163,776,0
20870,361,325,0
20871,661,486,1
20872,292,410,1
20873,620,298,1
20874,77,472,1
20875,142,533,1
20876,601,525,1
20877,592,186,1
20878,135,304,0
20879,232,350,1
20880,136,281,0
20881,122,337,1
20882,477,527,0
20883,536,588,1
20884,344,221,1
20885,96,402,1
20886,266,692,1
20887,536,523,0
20888,432,408,0
20889,164,55,0
20890,659,743,1
20891,728,492,0
20892,507,470,0
20893,269,393,1
20894,459,478,1
20895,335,237,0
20896,119,444,1
20897,428,342,0
20898,765,306,1
20899,738,617,1
20900,693,594,0
20901,389,714,1
20902,443,735,1
20903,350,270,1
20904,355,521,1
20905,234,656,0
20906,356,370,1
20907,74,25,1
20908,660,786,0
20909,388,39,0
20910,141,335,0
20911,57,379,0
20912,334,421,1
20913,297,268,1
20914,712,695,0
20915,125,303,0
20916,259,201,1
20917,211,538,1
20918,337,405,0
20919,74,424,1
20920,728,242,1
20921,715,688,0
20922,347,298,1
20923,276,29,0
20924,325,202,1
20925,221,245,1
20926,531,478,1
20927,785,97,0
20928,714,530,0
20929,474,657,0
20930,93,596,0
20931,569,342,1
20932,622,604,0
20933,748,32,1
20934,754,129,1
20935,252,704,1
20936,397,537,1
20937,36,589,1
20938,541,703,1
20939,471,600,1
20940,680,382,0
20941,86,492,1
20942,489,264,1
20943,389,263,1
20944,59,150,0
20945,449,93,1
20946,364,151,1
20947,299,163,1
20948,141,31,1
20949,582,641,0
20950,526,51,0
20951,634,503,1
20952,519,490,1
20953,438,488,0
20954,427,530,0
20955,313,603,1
20956,547,537,1
20957,24,123,0
20958,69,4,0
20959,392,50,0
20960,371,426,1
20961,67,516,1
20962,554,439,0
20963,610,637,0
20964,685,724,0
20965,366,509,0
20966,699,732,1
20967,528,235,0
20968,104,457,0
20969,692,684,0
20970,106,627,0
20971,285,392,0
20972,68,235,0
20973,674,331,0
20974,162,511,0
20975,278,795,1
20976,675,218,0
20977,359,272,1
20978,431,537,0
20979,470,363,1
20980,140,27,0
20981,725,529,0
20982,290,544,1
20983,370,121,1
20984,608,350,0
20985,561,186,1
20986,356,620,1
20987,380,64,0
20988,587,660,1
20989,123,453,1
20990,309,35,0
20991,752,533,1
20992,42,673,1
20993,630,70,1
20994,59,595,1
20995,19,295,0
20996,471,455,1
20997,158,660,1
20998,542,597,0
20999,620,594,0
21000,58,47,0
21001,763,354,0
21002,54,267,1
21003,279,526,1
21004,665,717,1
21005,637,665,0
21006,723,115,1
21007,370,280,1
21008,290,751,1
21009,356,512,1
21010,213,58,1
21011,272,444,1
21012,688,751,1
21013,716,538,1
21014,721,455,0
21015,652,193,1
21016,480,649,1
21017,361,235,0
21018,338,241,0
21019,95,21,0
21020,85,160,0
21021,762,150,0
21022,121,698,1
21023,350,233,0
21024,796,768,1
21025,162,439,0
21026,152,763,0
21027,712,468,0
21028,606,91,0
21029,468,139,1
21030,38,469,1
21031,70,281,0
21032,111,342,1
21033,558,531,1
21034,237,563,1
21035,134,635,1
21036,145,795,1
21037,59,252,0
21038,343,733,0
21039,451,786,1
21040,464,390,0
21041,152,216,1
21042,476,447,0
21043,256,259,1
21044,697,146,0
21045,761,18,1
21046,756,437,1
21047,800,26,1
21048,467,789,0
21049,201,637,1
21050,507,488,0
21051,596,152,0
21052,465,506,1
21053,563,180,0
21054,699,788,0
21055,523,132,1
21056,215,752,1
21057,82,533,1
21058,733,696,1
21059,26,437,0
21060,622,390,0
21061,613,596,0
21062,759,591,1
21063,388,3,1
21064,544,496,0
21065,620,329,1
21066,716,244,0
21067,346,115,1
21068,179,191,0
21069,108,367,1
21070,661,558,1
21071,275,332,1
21072,422,795,1
21073,635,703,0
21074,498,290,0
21075,421,754,1
21076,121,166,1
21077,576,595,0
21078,414,198,0
21079,760,734,0
21080,559,411,0
21081,83,754,0
21082,668,387,1
21083,309,729,0
21084,21,650,1
21085,709,116,0
21086,718,488,0
21087,739,569,1
21088,289,729,1
21089,590,11,0
21090,218,539,1
21091,5,598,1
21092,495,75,0
21093,238,709,1
21094,361,383,1
21095,395,219,1
21096,287,554,1
21097,270,20,1
21098,402,321,0
21099,704,290,0
21100,540,599,0
21101,740,724,1
21102,140,745,1
21103,8,424,0
21104,752,385,1
21105,698,628,1
21106,784,584,0
21107,181,170,0
21108,31,350,1
21109,681,397,1
21110,677,667,0
21111,51,230,1
21112,210,787,1
21113,444,335,0
21114,129,273,1
21115,197,678,0
21116,648,600,0
21117,534,427,1
21118,529,74,1
21119,693,474,1
21120,299,644,0
21121,720,578,0
21122,250,675,0
21123,120,462,1
21124,608,535,0
21125,480,94,0
21126,779,179,1
21127,189,679,1
21128,225,174,1
21129,400,87,0
21130,130,545,1
21131,327,91,1
21132,653,204,1
21133,309,491,0
21134,502,38,0
21135,565,153,1
21136,137,63,1
21137,369,641,0
21138,487,313,1
21139,691,396,0
21140,639,555,1
21141,484,9,1
21142,321,558,1
21143,356,725,1
21144,689,555,1
21145,60,438,1
21146,60,626,0
21147,611,268,0
21148,120,438,1
21149,741,607,1
21150,208,615,1
21151,89,623,1
21152,487,331,1
21153,157,331,1
21154,203,254,1
21155,474,716,1
21156,675,770,1
21157,727,265,0
21158,333,637,1
21159,210,43,0
21160,333,119,1
21161,727,453,0
21162,475,239,0
21163,228,29,0
21164,747,243,0
21165,14,175,1
21166,390,58,1
21167,586,516,1
21168,353,605,1
21169,168,147,1
21170,289,747,1
21171,661,21,1
21172,76,426,1
21173,646,137,1
21174,377,48,1
21175,710,680,0
21176,665,318,0
21177,588,553,1
21178,726,410,1
21179,430,231,0
21180,198,698,1
21181,150,712,1
21182,462,770,0
21183,445,716,1
21184,47,494,0
21185,653,630,1
21186,239,559,1
21187,731,344,1
21188,407,271,1
21189,792,672,0
21190,82,483,1
21191,157,675,0
21192,733,148,1
21193,195,121,1
21194,146,468,0
21195,690,458,0
21196,381,605,1
21197,515,286,1
21198,376,721,1
21199,141,421,1
21200,365,65,1
21201,447,399,1
21202,60,647,1
21203,319,648,1
21204,673,473,1
21205,483,458,0
21206,186,481,1
21207,534,756,0
21208,794,310,0
21209,638,460,0
21210,694,486,0
21211,414,321,0
21212,695,511,1
21213,431,248,1
21214,613,567,0
21215,62,632,0
21216,389,460,1
21217,408,253,1
21218,665,537,1
21219,134,730,0
21220,576,471,0
21221,433,622,1
21222,35,192,1
21223,677,241,1
21224,770,627,0
21225,510,727,1
21226,103,570,0
21227,292,542,1
21228,684,661,1
21229,768,756,1
21230,485,527,1
21231,59,424,0
21232,484,56,1
21233,681,450,0
21234,306,400,0
21235,160,152,1
21236,597,477,1
21237,696,617,0
21238,775,304,1
21239,554,435,0
21240,519,297,0
21241,222,693,1
21242,3,545,1
21243,379,570,1
21244,225,510,1
21245,277,504,1
21246,494,119,0
21247,260,639,0
21248,264,23,1
21249,16,785,1
21250,506,754,0
21251,196,34,1
21252,799,60,0
21253,82,487,0
21254,611,194,0
21255,242,371,1
21256,169,175,0
21257,229,173,0
21258,23,704,1
21259,581,58,0
21260,88,315,1
21261,357,737,1
21262,599,92,1
21263,736,798,1
21264,611,531,1
21265,107,484,1
21266,491,532,0
21267,657,200,0
21268,261,546,1
21269,506,746,1
21270,686,796,0
21271,314,435,0
21272,147,741,0
21273,245,743,0
21274,153,157,1
21275,684,425,1
21276,61,136,1
21277,53,716,1
21278,753,538,1
21279,332,324,0
21280,203,252,1
21281,456,150,1
21282,550,415,0
21283,28,670,1
21284,261,670,1
21285,589,330,0
21286,327,105,1
21287,346,409,1
21288,710,219,0
21289,451,756,1
21290,19,222,0
21291,152,141,1
21292,408,75,1
21293,142,300,1
21294,311,570,1
21295,680,611,1
21296,482,461,0
21297,77,705,1
21298,65,201,0
21299,598,454,0
21300,139,248,0
21301,560,240,0
21302,109,513,1
21303,220,258,0
21304,508,54,0
21305,717,568,0
21306,441,565,1
21307,149,677,1
21308,463,405,1
21309,711,422,0
21310,74,611,1
21311,172,376,0
21312,80,336,0
21313,45,120,1
21314,619,105,0
21315,177,738,0
21316,659,394,1
21317,22,366,1
21318,286,653,0
21319,229,476,1
21320,286,92,1
21321,486,614,1
21322,587,285,1
21323,328,488,0
21324,674,504,0
21325,334,232,1
21326,632,358,0
21327,409,490,0
21328,563,692,1
21329,187,288,1
21330,527,294,0
21331,110,738,0
21332,152,420,1
21333,785,64,0
21334,427,153,0
21335,623,490,0
21336,56,632,0
21337,330,153,1
21338,583,2,0
21339,321,67,1
21340,328,103,0
21341,89,616,1
21342,768,692,1
21343,720,184,1
21344,500,763,1
21345,323,362,0
21346,671,88,0
21347,237,255,1
21348,179,792,1
21349,353,405,1
21350,702,389,0
21351,340,102,0
21352,468,406,0
21353,649,528,1
21354,148,675,0
21355,734,109,1
21356,197,694,1
21357,683,393,1
21358,412,203,1
21359,189,140,0
21360,344,382,0
21361,153,428,1
21362,296,299,1
21363,600,171,0
21364,499,579,0
21365,350,26,0
21366,324,636,1
21367,255,708,1
21368,55,720,0
21369,361,631,1
21370,786,508,0
21371,742,408,0
21372,368,664,0
21373,123,512,0
21374,731,591,0
21375,759,157,1
21376,770,121,0
21377,260,425,1
21378,30,103,1
21379,276,733,0
21380,392,165,1
21381,665,143,1
21382,393,106,0
21383,708,330,0
21384,728,662,0
21385,772,109,0
21386,354,59,1
21387,678,11,1
21388,355,707,1
21389,333,529,0
21390,604,535,1
21391,722,264,1
21392,543,269,0
21393,751,386,1
21394,553,714,0
21395,156,661,1
21396,605,140,0
21397,432,32,0
21398,73,265,1
21399,247,662,0
21400,459,329,1
21401,55,170,0
21402,15,248,1
21403,583,6,0
21404,679,674,0
21405,202,52,0
21406,714,685,1
21407,412,138,1
21408,418,778,0
21409,565,70,1
21410,156,169,1
21411,654,678,1
21412,502,204,1
21413,486,49,0
21414,675,203,1
21415,248,194,0
21416,364,382,0
21417,335,584,0
21418,529,630,1
21419,437,766,1
21420,244,489,0
21421,309,325,0
21422,274,286,0
21423,330,590,1
21424,580,447,0
21425,172,441,0
21426,775,65,1
21427,317,25,1
21428,11,243,0
21429,602,739,1
21430,645,307,1
21431,490,196,0
21432,632,539,0
21433,247,438,1
21434,247,792,1
21435,237,602,1
21436,316,711,0
21437,563,304,0
21438,404,747,1
21439,87,202,1
21440,665,114,1
21441,511,338,1
21442,219,551,1
21443,435,227,0
21444,245,318,0
21445,710,575,0
21446,226,616,1
21447,462,376,0
21448,743,452,1
21449,517,475,1
21450,420,510,0
21451,613,467,1
21452,297,756,1
21453,222,473,1
21454,695,229,1
21455,634,353,0
21456,511,218,0
21457,678,20,1
21458,274,626,0
21459,166,432,1
21460,778,286,0
21461,148,723,1
21462,761,800,1
21463,463,354,0
21464,159,28,1
21465,373,298,1
21466,356,323,1
21467,62,538,1
21468,312,48,1
21469,727,623,0
21470,53,797,1
21471,643,661,0
21472,541,182,0
21473,734,372,1
21474,590,355,0
21475,299,265,1
21476,321,143,1
21477,581,704,1
21478,17,430,1
21479,749,135,1
21480,197,604,1
21481,632,615,0
21482,207,774,1
21483,234,677,0
21484,495,139,1
21485,257,412,0
21486,436,748,1
21487,558,610,1
21488,775,340,1
21489,173,386,1
21490,720,512,0
21491,536,541,1
21492,799,272,1
21493,664,716,1
21494,138,729,0
21495,404,669,0
21496,105,332,0
21497,25,558,0
21498,417,723,1
21499,262,196,1
21500,444,478,1
21501,344,630,0
21502,279,290,0
21503,378,640,1
21504,547,84,1
21505,318,360,0
21506,62,374,0
21507,633,332,0
21508,584,351,1
21509,100,147,1
21510,503,177,0
21511,310,717,1
21512,156,368,1
21513,363,703,1
21514,778,290,0
21515,783,332,0
21516,616,136,0
21517,527,736,0
21518,190,79,1
21519,101,235,1
21520,173,162,1
21521,449,389,0
21522,703,320,0
21523,724,125,0
21524,34,527,1
21525,39,333,1
21526,599,549,1
21527,731,332,0
21528,220,19,1
21529,27,298,0
21530,501,358,1
21531,297,328,1
21532,224,173,1
21533,147,294,0
21534,137,558,0
21535,182,499,1
21536,540,213,1
21537,644,61,1
21538,523,592,0
21539,427,165,1
21540,606,680,0
21541,177,380,0
21542,116,161,0
21543,616,198,0
21544,434,18,0
21545,43,137,1
21546,481,697,0
21547,645,676,0
21548,175,293,0
21549,44,511,0
21550,502,300,1
21551,592,4,1
21552,356,59,1
21553,80,769,0
21554,708,450,0
21555,766,539,0
21556,587,621,1
21557,772,553,1
21558,649,519,0
21559,446,520,1
21560,129,726,1
21561,546,752,0
21562,213,764,0
21563,702,181,0
21564,174,580,1
21565,376,292,0
21566,147,571,0
21567,530,194,0
21568,187,241,0
21569,550,223,0
21570,310,574,1
21571,663,250,0
21572,36,629,1
21573,197,191,0
21574,499,194,0
21575,269,632,0
21576,56,364,1
21577,119,104,1
21578,75,798,1
21579,695,429,0
21580,796,63,1
21581,415,332,0
21582,735,270,1
21583,560,324,0
21584,677,426,0
21585,675,163,1
21586,333,774,1
21587,292,79,1
21588,62,712,1
21589,336,435,0
21590,83,491,0
21591,570,252,0
21592,234,228,0
21593,214,586,1
21594,433,771,1
21595,415,162,1
21596,77,688,1
21597,578,678,0
21598,207,292,0
21599,751,271,1
21600,88,256,1
21601,467,727,1
21602,204,726,1
21603,572,739,0
21604,509,68,1
21605,425,82,0
21606,259,28,1
21607,724,735,0
21608,87,746,1
21609,124,595,0
21610,767,681,1
21611,527,196,0
21612,394,38,0
21613,778,557,1
21614,304,374,0
21615,386,60,1
21616,444,275,1
21617,710,497,0
21618,753,793,1
21619,331,469,0
21620,432,150,0
21621,490,698,0
21622,140,443,1
21623,25,48,1
21624,20,532,0
21625,124,527,0
21626,44,311,0
21627,342,192,0
21628,651,588,0
21629,120,368,1
21630,114,103,1
21631,500,742,1
21632,9,177,0
21633,189,668,1
21634,590,227,0
21635,36,346,0
21636,21,135,1
21637,363,625,0
21638,741,311,1
21639,97,672,1
21640,555,210,0
21641,256,103,1
21642,50,408,1
21643,71,39,0
21644,292,277,1
21645,705,375,0
21646,260,670,0
21647,288,6,0
21648,156,725,0
21649,651,766,0
21650,360,696,1
21651,595,233,1
21652,694,427,1
21653,439,510,1
21654,4,226,0
21655,624,748,1
21656,7,80,1
21657,126,31,1
21658,191,685,1
21659,431,288,1
21660,511,326,1
21661,446,680,0
21662,588,95,0
21663,493,323,0
21664,133,461,0
21665,299,73,0
21666,176,554,1
21667,256,291,1
21668,695,172,1
21669,435,420,1
21670,154,95,0
21671,277,749,1
21672,150,251,1
21673,366,686,0
21674,117,788,1
21675,637,364,1
21676,174,661,0
21677,425,276,1
21678,758,245,0
21679,710,435,0
21680,475,370,0
21681,161,589,0
21682,343,354,1
21683,177,128,0
21684,478,61,0
21685,709,526,0
21686,644,350,1
21687,525,662,0
21688,299,790,0
21689,5,278,0
21690,761,627,1
21691,221,173,1
21692,625,461,1
21693,569,309,0
21694,366,530,0
21695,572,395,0
21696,361,790,1
21697,798,373,0
21698,468,195,1
21699,346,265,1
21700,385,493,1
21701,485,441,1
21702,546,531,1
21703,401,275,1
21704,736,223,1
21705,189,451,1
21706,758,527,0
21707,273,501,0
21708,1,714,1
21709,683,189,0
21710,191,539,1
21711,713,750,0
21712,623,284,0
21713,344,264,1
21714,307,320,0
21715,474,483,0
21716,581,603,0
21717,470,292,0
21718,591,149,0
21719,391,394,1
21720,579,689,1
21721,493,699,1
21722,771,723,1
21723,693,387,1
21724,732,750,0
21725,417,377,1
21726,540,702,0
21727,766,353,0
21728,692,738,0
21729,154,408,0
21730,245,231,0
21731,189,307,1
21732,429,244,0
21733,469,622,0
21734,208,145,1
21735,201,619,1
21736,567,395,0
21737,542,679,1
21738,166,237,0
21739,732,502,0
21740,732,27,0
21741,395,439,1
21742,674,41,1
21743,317,216,1
21744,582,289,0
21745,221,448,1
21746,308,110,1
21747,356,574,1
21748,101,675,0
21749,528,86,0
21750,434,10,1
21751,369,312,0
21752,573,228,1
21753,305,638,1
21754,85,339,1
21755,665,217,1
21756,465,1,0
21757,143,18,0
21758,303,436,0
21759,785,380,0
21760,732,599,0
21761,352,597,1
21762,526,676,0
21763,572,769,0
21764,87,601,1
21765,709,215,0
21766,357,748,1
21767,404,516,0
21768,139,688,0
21769,330,592,1
21770,568,432,1
21771,201,476,0
21772,311,735,1
21773,518,178,0
21774,513,141,0
21775,246,506,0
21776,45,524,1
21777,309,83,0
21778,210,750,1
21779,590,302,0
21780,382,588,1
21781,379,127,1
21782,305,246,1
21783,462,779,0
21784,243,51,1
21785,131,568,0
21786,384,719,0
21787,123,30,1
21788,8,728,0
21789,326,669,1
21790,775,113,0
21791,446,471,0
21792,470,527,1
21793,377,430,1
21794,764,217,0
21795,549,564,0
21796,129,321,0
21797,349,752,0
21798,213,5,1
21799,512,187,0
21800,786,335,0
21801,68,563,1
21802,191,539,1
21803,459,687,1
21804,134,70,1
21805,262,714,1
21806,331,85,1
21807,689,432,1
21808,357,590,1
21809,213,168,0
21810,360,560,1
21811,762,20,1
21812,212,363,0
21813,309,498,1
21814,38,566,1
21815,32,263,1
21816,503,651,0
21817,267,780,1
21818,177,134,1
21819,257,779,1
21820,692,393,0
21821,84,714,1
21822,224,21,1
21823,230,161,0
21824,208,310,1
21825,212,270,1
21826,153,58,1
21827,763,514,1
21828,724,401,0
21829,636,607,1
21830,224,467,1
21831,6,722,0
21832,212,792,1
21833,656,469,1
21834,666,526,1
21835,162,55,1
21836,263,463,0
21837,570,459,0
21838,104,592,0
21839,54,186,1
21840,516,309,1
21841,685,627,0
21842,341,633,1
21843,151,105,0
21844,385,200,1
21845,74,350,1
21846,648,570,1
21847,285,786,1
21848,477,195,0
21849,237,767,1
21850,278,264,1
21851,781,500,0
21852,264,596,0
21853,107,500,0
21854,119,158,1
21855,338,92,1
21856,738,651,1
21857,539,185,0
21858,788,645,1
21859,428,640,0
21860,309,429,1
21861,334,693,1
21862,65,293,0
21863,443,121,1
21864,169,691,0
21865,289,543,1
21866,572,93,0
21867,646,761,0
21868,539,365,0
21869,559,337,1
21870,353,389,0
21871,443,210,0
21872,4,634,0
21873,296,126,0
21874,272,411,0
21875,135,778,0
21876,250,430,1
21877,600,734,0
21878,624,8,1
21879,678,586,1
21880,214,473,0
21881,199,377,1
21882,91,360,0
21883,656,708,1
21884,579,193,1
21885,301,262,0
21886,460,656,1
21887,310,623,1
21888,312,739,1
21889,639,396,1
21890,297,129,1
21891,678,210,0
21892,685,416,1
21893,561,172,1
21894,26,107,0
21895,207,694,1
21896,69,554,1
21897,622,184,1
21898,234,600,0
21899,785,8,1
21900,498,489,0
21901,43,396,0
21902,769,520,1
21903,369,218,0
21904,639,104,1
21905,231,39,1
21906,511,23,1
21907,500,558,1
21908,608,115,0
21909,705,699,0
21910,610,540,1
21911,116,775,0
21912,492,708,0
21913,626,127,0
21914,738,573,1
21915,636,412,1
21916,363,70,0
21917,423,697,1
21918,50,259,1
21919,537,332,0
21920,85,446,0
21921,790,310,1
21922,493,568,0
21923,442,477,1
21924,796,713,1
21925,108,246,0
21926,50,549,1
21927,226,385,1
21928,344,96,1
21929,314,778,0
21930,61,245,0
21931,363,260,1
21932,208,504,1
21933,657,56,1
21934,268,440,0
21935,75,760,1
21936,732,317,0
21937,187,642,0
21938,508,293,0
21939,643,732,1
21940,569,615,0
21941,149,764,1
21942,254,323,0
21943,370,675,0
21944,697,124,0
21945,320,510,0
21946,649,313,0
21947,273,23,1
21948,718,423,0
21949,686,217,0
21950,182,433,1
21951,393,118,0
21952,447,214,1
21953,743,130,1
21954,447,172,1
21955,343,193,1
21956,301,423,0
21957,179,155,1
21958,422,109,1
21959,796,113,0
21960,553,232,0
21961,124,26,1
21962,177,793,1
21963,718,429,1
21964,746,245,1
21965,247,558,0
21966,702,491,0
21967,74,346,0
